what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300511994477
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300511999994
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512018933
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300512034783
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512041254
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512212793
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1300512223713
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1300512229422
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1300512229661
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1300512230659
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1300512232997
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300512234290
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512243948
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512255306
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300512259336
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512266070
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300512970214
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300513001304
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300513007663
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300513038495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300513051628
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300513061398
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300588538527
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300588544147
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300588949400
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1300588969019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1300588978828
